"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"2462","6536","Remote Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",4
"2463","6537","Very Remote Australia","Rest of WA","Western Australia","Exmouth","Gascoyne","Western Australia - Outback (South)",5
"2464","6556","Inner Regional Australia","Greater Perth","Western Australia","Chidlow","Mundaring","Perth - North East",2
"2465","6558","Inner Regional Australia","Greater Perth","Western Australia","Chidlow","Mundaring","Perth - North East",2
"2466","6560","Inner Regional Australia","Rest of WA","Western Australia","Northam","Wheat Belt - North","Western Australia - Wheat Belt",2
"2467","6562","Inner Regional Australia","Rest of WA","Western Australia","Northam","Wheat Belt - North","Western Australia - Wheat Belt",2
"2468","6564","Inner Regional Australia","Rest of WA","Western Australia","Northam","Wheat Belt - North","Western Australia - Wheat Belt",2
"2469","6566","Inner Regional Australia","Rest of WA","Western Australia","Toodyay","Wheat Belt - North","Western Australia - Wheat Belt",2
"2470","6567","Inner Regional Australia","Rest of WA","Western Australia","Toodyay","Wheat Belt - North","Western Australia - Wheat Belt",2
"2471","6568","Outer Regional Australia","Rest of WA","Western Australia","Toodyay","Wheat Belt - North","Western Australia - Wheat Belt",3
"2472","6569","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2473","6571","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2474","6572","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2475","6574","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2476","6575","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2477","6603","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2478","6605","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2479","6606","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2480","6608","Remote Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",4
"2481","6609","Remote Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",4
"2482","6612","Remote Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",4
"2483","6613","Remote Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",4
"2484","6614","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2485","6616","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2486","6620","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2487","6623","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2488","6625","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2489","6627","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2490","6628","Remote Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",4
"2491","6630","Remote Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",4
"2492","6631","Remote Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",4
"2493","6632","Remote Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",4
"2494","6635","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2495","6638","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2496","6639","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2497","6640","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2498","6642","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2499","6646","Very Remote Australia","Rest of WA","Western Australia","Meekatharra","Mid West","Western Australia - Outback (South)",5
"2500","6701","Very Remote Australia","Rest of WA","Western Australia","Carnarvon","Gascoyne","Western Australia - Outback (South)",5
"2501","6705","Very Remote Australia","Rest of WA","Western Australia","Exmouth","Gascoyne","Western Australia - Outback (South)",5
"2502","6707","Very Remote Australia","Rest of WA","Western Australia","Exmouth","Gascoyne","Western Australia - Outback (South)",5
"2503","6710","Very Remote Australia","Rest of WA","Western Australia","Ashburton (WA)","West Pilbara","Western Australia - Outback (North)",5
"2504","6712","Very Remote Australia","Rest of WA","Western Australia","Roebourne","West Pilbara","Western Australia - Outback (North)",5
"2505","6713","Remote Australia","Rest of WA","Western Australia","Roebourne","West Pilbara","Western Australia - Outback (North)",4
"2506","6714","Remote Australia","Rest of WA","Western Australia","Karratha","West Pilbara","Western Australia - Outback (North)",4
"2507","6716","Very Remote Australia","Rest of WA","Western Australia","Ashburton (WA)","West Pilbara","Western Australia - Outback (North)",5
"2508","6718","Remote Australia","Rest of WA","Western Australia","Roebourne","West Pilbara","Western Australia - Outback (North)",4
"2509","6720","Remote Australia","Rest of WA","Western Australia","Roebourne","West Pilbara","Western Australia - Outback (North)",4
"2510","6721","Remote Australia","Rest of WA","Western Australia","Port Hedland","East Pilbara","Western Australia - Outback (North)",4
"2511","6722","Remote Australia","Rest of WA","Western Australia","South Hedland","East Pilbara","Western Australia - Outback (North)",4
"2512","6725","Remote Australia","Rest of WA","Western Australia","Broome","Kimberley","Western Australia - Outback (North)",4
"2513","6726","Remote Australia","Rest of WA","Western Australia","Broome","Kimberley","Western Australia - Outback (North)",4
"2514","6728","Very Remote Australia","Rest of WA","Western Australia","Derby - West Kimberley","Kimberley","Western Australia - Outback (North)",5
"2515","6740","Very Remote Australia","Rest of WA","Western Australia","Kununurra","Kimberley","Western Australia - Outback (North)",5
"2516","6743","Very Remote Australia","Rest of WA","Western Australia","Halls Creek","Kimberley","Western Australia - Outback (North)",5
"2517","6751","Very Remote Australia","Rest of WA","Western Australia","Ashburton (WA)","West Pilbara","Western Australia - Outback (North)",5
"2518","6753","Very Remote Australia","Rest of WA","Western Australia","Newman","East Pilbara","Western Australia - Outback (North)",5
"2519","6754","Very Remote Australia","Rest of WA","Western Australia","Ashburton (WA)","West Pilbara","Western Australia - Outback (North)",5
"2520","6758","Very Remote Australia","Rest of WA","Western Australia","East Pilbara","East Pilbara","Western Australia - Outback (North)",5
"2521","6760","Very Remote Australia","Rest of WA","Western Australia","East Pilbara","East Pilbara","Western Australia - Outback (North)",5
"2522","6762","Very Remote Australia","Rest of WA","Western Australia","East Pilbara","East Pilbara","Western Australia - Outback (North)",5
"2523","6765","Very Remote Australia","Rest of WA","Western Australia","Derby - West Kimberley","Kimberley","Western Australia - Outback (North)",5
"2524","6770","Very Remote Australia","Rest of WA","Western Australia","Halls Creek","Kimberley","Western Australia - Outback (North)",5
"2525","6798","Very Remote Australia","Other Territories","Other Territories","Christmas Island","Christmas Island","Other Territories",5
"2526","6799","Very Remote Australia","Other Territories","Other Territories","Cocos (Keeling) Islands","Cocos (Keeling) Islands","Other Territories",5
"2527","7000","Inner Regional Australia","Greater Hobart","Tasmania","Hobart","Hobart Inner","Hobart",2
"2528","7004","Inner Regional Australia","Greater Hobart","Tasmania","South Hobart - Fern Tree","Hobart Inner","Hobart",2
"2529","7005","Inner Regional Australia","Greater Hobart","Tasmania","Sandy Bay","Hobart Inner","Hobart",2
"2530","7007","Inner Regional Australia","Greater Hobart","Tasmania","Mount Nelson - Dynnyrne","Hobart Inner","Hobart",2
"2531","7008","Inner Regional Australia","Greater Hobart","Tasmania","New Town","Hobart Inner","Hobart",2
"2532","7009","Inner Regional Australia","Greater Hobart","Tasmania","Moonah","Hobart - North West","Hobart",2
"2533","7010","Inner Regional Australia","Greater Hobart","Tasmania","Glenorchy","Hobart - North West","Hobart",2
"2534","7011","Inner Regional Australia","Greater Hobart","Tasmania","Berriedale - Chigwell","Hobart - North West","Hobart",2
"2535","7012","Inner Regional Australia","Greater Hobart","Tasmania","Berriedale - Chigwell","Hobart - North West","Hobart",2
"2536","7015","Inner Regional Australia","Greater Hobart","Tasmania","Lindisfarne - Rose Bay","Hobart - North East","Hobart",2
"2537","7016","Inner Regional Australia","Greater Hobart","Tasmania","Risdon Vale","Hobart - North East","Hobart",2
"2538","7017","Inner Regional Australia","Greater Hobart","Tasmania","Old Beach - Otago","Brighton","Hobart",2
"2539","7018","Inner Regional Australia","Greater Hobart","Tasmania","Howrah - Tranmere","Hobart - North East","Hobart",2
"2540","7019","Inner Regional Australia","Greater Hobart","Tasmania","Rokeby","Hobart - North East","Hobart",2
"2541","7020","Inner Regional Australia","Greater Hobart","Tasmania","South Arm","Hobart - North East","Hobart",2
"2542","7021","Inner Regional Australia","Greater Hobart","Tasmania","Cambridge","Hobart - North East","Hobart",2
"2543","7022","Outer Regional Australia","Greater Hobart","Tasmania","South Arm","Hobart - North East","Hobart",3
"2544","7023","Outer Regional Australia","Greater Hobart","Tasmania","South Arm","Hobart - North East","Hobart",3
"2545","7024","Inner Regional Australia","Greater Hobart","Tasmania","South Arm","Hobart - North East","Hobart",2
"2546","7025","Inner Regional Australia","Greater Hobart","Tasmania","Cambridge","Hobart - North East","Hobart",2
"2547","7026","Outer Regional Australia","Rest of Tas.","Tasmania","Southern Midlands","Central Highlands (Tas.)","South East",3
"2548","7027","Outer Regional Australia","Rest of Tas.","Tasmania","Southern Midlands","Central Highlands (Tas.)","South East",3
"2549","7030","Inner Regional Australia","Greater Hobart","Tasmania","Brighton - Pontville","Brighton","Hobart",2
"2550","7050","Inner Regional Australia","Greater Hobart","Tasmania","Kingston - Huntingfield","Hobart - South and West","Hobart",2
"2551","7052","Inner Regional Australia","Greater Hobart","Tasmania","Kingston Beach - Blackmans Bay","Hobart - South and West","Hobart",2
"2552","7053","Inner Regional Australia","Greater Hobart","Tasmania","Taroona - Bonnet Hill","Hobart - South and West","Hobart",2
"2553","7054","Inner Regional Australia","Greater Hobart","Tasmania","Margate - Snug","Hobart - South and West","Hobart",2
"2554","7055","Inner Regional Australia","Greater Hobart","Tasmania","Kingston - Huntingfield","Hobart - South and West","Hobart",2
"2555","7109","Inner Regional Australia","Greater Hobart","Tasmania","Margate - Snug","Hobart - South and West","Hobart",2
"2556","7112","Outer Regional Australia","Rest of Tas.","Tasmania","Cygnet","Huon - Bruny Island","South East",3
"2557","7113","Outer Regional Australia","Rest of Tas.","Tasmania","Huonville - Franklin","Huon - Bruny Island","South East",3
